"id","ICD-9 code","ICD-9 code descriptor","ICD-10 Code","ICD-10 descriptor","Created at","Updated at"
"188","V1242","Personl hx infection CNS","Z8661","Personal history of infections of the central nervous system","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"189","V118","Hx-mental disorder NEC","Z8659","Personal history of other mental disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"190","V114","Hx combat/stress reactn","Z8651","Personal history of combat and operational stress reaction","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"191","V121","Hx-nutrition deficiency","Z8639","Personal history of nutritional deficiency","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"192","V1221","Hx gestational diabetes","Z8632","Personal history of gestational diabetes","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"193","V1229","Hx-endocr/meta/immun dis","Z862","Personal history of other endocrine, metabolic, and immunity disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"194","V123","Hx-blood diseases","Z862","Personal history of diseases of blood and blood-forming organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"195","V1200","Prsnl hst unsp nfct prst","Z8619","Personal history of unspecified infectious and parasitic disease","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"196","V1209","Prsnl hst oth nfct parst","Z8619","Personal history of other infectious and parasitic diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"197","V1204","Hx Methicln resist Staph","Z8614","Personal history of Methicillin resistant Staphylococcus aureus","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"198","V1203","Personal histry malaria","Z8613","Personal history of malaria","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"199","V1202","Prsnl hst poliomyelitis","Z8612","Personal history of poliomyelitis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"200","V1201","Prsnl hst tuberculosis","Z8611","Personal history of tuberculosis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"201","V1241","Hx benign neoplasm brain","Z86011","Personal history of benign neoplasm of the brain","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"202","V1272","Prsnl hst colonic polyps","Z86010","Personal history of colonic polyps","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"203","V1389","Hx diseases NEC","Z86000","Personal history of other specified diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"204","V1090","Hx malig neoplasm NOS","Z859","Personal history of unspecified malignant neoplasm","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"205","V1088","Hx-endocrine malign NEC","Z85858","Personal history of malignant neoplasm of other endocrine glands and related structures","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"206","V1087","Hx of thyroid malignancy","Z85850","Personal history of malignant neoplasm of thyroid","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"207","V1086","Hx-malign nerve syst NEC","Z85848","Personal history of malignant neoplasm of other parts of nervous system","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"208","V1085","Hx of brain malignancy","Z85841","Personal history of malignant neoplasm of brain","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"209","V1084","Hx of eye malignancy","Z85840","Personal history of malignant neoplasm of eye","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"210","V1089","Hx of malignancy NEC","Z85831","Personal history of malignant neoplasm of other sites","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"211","V1081","Hx of bone malignancy","Z85830","Personal history of malignant neoplasm of bone","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"212","V1083","Hx-skin malignancy NEC","Z85828","Personal history of other malignant neoplasm of skin","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"213","V1082","Hx-malig skin melanoma","Z85820","Personal history of malignant melanoma of skin","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"214","V1002","Hx-oral/pharynx malg NEC","Z85818","Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"215","V1001","Hx of tongue malignancy","Z85810","Personal history of malignant neoplasm of tongue","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"216","V1079","Hx-lymphatic malign NEC","Z8572","Personal history of other lymphatic and hematopoietic neoplasms","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"217","V1072","Hx-hodgkin's disease","Z8571","Personal history of hodgkin's disease","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"218","V1060","Hx of leukemia NOS","Z856","Personal history of leukemia, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"219","V1059","Hx-urinary malignan NEC","Z8554","Personal history of malignant neoplasm of other urinary organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"220","V1053","Hx malig renal pelvis","Z8553","Personal history of malignant neoplasm of renal pelvis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"221","V1052","Hx of kidney malignancy","Z85528","Personal history of malignant neoplasm of kidney","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"222","V1051","Hx of bladder malignancy","Z8551","Personal history of malignant neoplasm of bladder","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"223","V1050","Hx-urinary malignan NOS","Z8550","Personal history of malignant neoplasm of urinary organ, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"224","V1049","Hx-male genit malig NEC","Z8549","Personal history of malignant neoplasm of other male genital organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"225","V1048","Hx-epididymis malignancy","Z8548","Personal history of malignant neoplasm of epididymis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"226","V1047","Hx-testicular malignancy","Z8547","Personal history of malignant neoplasm of testis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"227","V1046","Hx-prostatic malignancy","Z8546","Personal history of malignant neoplasm of prostate","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"228","V1045","Hx-male genit malig NOS","Z8545","Personal history of malignant neoplasm of male genital organ, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"229","V1044","Hx-female genit malg NEC","Z8544","Personal history of malignant neoplasm of other female genital organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"230","V1043","Hx of ovarian malignancy","Z8543","Personal history of malignant neoplasm of ovary","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"231","V1042","Hx-uterus malignancy NEC","Z8542","Personal history of malignant neoplasm of other parts of uterus","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"232","V1041","Hx-cervical malignancy","Z8541","Personal history of malignant neoplasm of cervix uteri","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"233","V1040","Hx-female genit malg NOS","Z8540","Personal history of malignant neoplasm of female genital organ, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"234","V103","Hx of breast malignancy","Z853","Personal history of malignant neoplasm of breast","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"235","V1029","Hx-intrathoracic mal NEC","Z85238","Personal history of malignant neoplasm of other respiratory and intrathoracic organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"236","V1022","Hx-nose/ear/sinus malig","Z8522","Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"237","V1021","Hx-laryngeal malignancy","Z8521","Personal history of malignant neoplasm of larynx","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"238","V1020","Hx-resp org malignan NOS","Z8520","Personal history of malignant neoplasm of respiratory organ, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"239","V1012","Hx-tracheal malignancy","Z8512","Personal history of malignant neoplasm of trachea","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"240","V1011","Hx-bronchogenic malignan","Z85118","Personal history of malignant neoplasm of bronchus and lung","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"241","V1009","Hx of GI malignancy NEC","Z85068","Personal history of malignant neoplasm of other gastrointestinal tract","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"242","V1007","Hx of liver malignancy","Z8505","Personal history of malignant neoplasm of liver","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"243","V1006","Hx-rectal & anal malign","Z85048","Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"244","V1005","Hx of colonic malignancy","Z85038","Personal history of malignant neoplasm of large intestine","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"245","V1004","Hx of gastric malignancy","Z85028","Personal history of malignant neoplasm of stomach","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"246","V1091","Hx malig neuroendo tumor","Z85020","Personal history of malignant neuroendocrine tumor","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"247","V1003","Hx-esophageal malignancy","Z8501","Personal history of malignant neoplasm of esophagus","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"248","V1000","Hx of GI malignancy NOS","Z8500","Personal history of malignant neoplasm of gastrointestinal tract, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"249","V196","Family hx-allergic dis","Z8489","Family history of allergic disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"250","V189","Fam hx genet dis carrier","Z8481","Family history of genetic disease carrier","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"251","V197","Consanguinity","Z843","Family history of consanguinity","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"252","V187","Family hx-gu disease NEC","Z842","Family history of other genitourinary diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"253","V1869","Fam hx-kidney dis NEC","Z841","Family history of other kidney diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"254","V194","Family hx-skin condition","Z840","Family history of skin conditions","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"255","V1859","Fam hx digest disord NEC","Z8379","Family history of other digestive disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"256","V1851","Family hx colonic polyps","Z8371","Family history of colonic polyps","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"257","V176","Fam hx-chr resp cond NEC","Z836","Family history of other chronic respiratory conditions","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"258","V193","Family hx-ear disord NEC","Z8352","Family history of other ear disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"259","V1919","Family hx-eye disord NEC","Z83518","Family history of other specified eye disorder","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"260","V1911","Family history glaucoma","Z83511","Family history of glaucoma","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"261","V1819","Fm hx endo/metab dis NEC","Z8349","Family history of other endocrine and metabolic diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"262","V1811","Fam hx MEN syndrome","Z8341","Family history of multiple endocrine neoplasia [MEN] syndrome","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"263","V180","Fam hx-diabetes mellitus","Z833","Family history of diabetes mellitus","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"264","V182","Family hx-anemia","Z832","Family history of anemia","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"265","V183","Fam hx-blood disord NEC","Z832","Family history of other blood disorders","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"266","V188","Fm hx-infect/parasit dis","Z831","Family history of infectious and parasitic diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"267","V195","Fam hx-congen anomalies","Z8279","Family history of congenital anomalies","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"268","V1861","Fam hx-polycystic kidney","Z8271","Family history of polycystic kidney","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"269","V1789","Fam hx musculosk dis NEC","Z8269","Family history of other musculoskeletal diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"270","V1781","Family hx osteoporosis","Z8262","Family history of osteoporosis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"271","V177","Family hx-arthritis","Z8261","Family history of arthritis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"272","V175","Family hx-asthma","Z825","Family history of asthma","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"273","V173","Fam hx-ischem heart dis","Z8249","Family history of ischemic heart disease","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"274","V1749","Fam hx-cardiovas dis NEC","Z8249","Family history of other cardiovascular diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"275","V1741","Fam hx sudden card death","Z8241","Family history of sudden cardiac death (SCD)","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"276","V171","Family hx-stroke","Z823","Family history of stroke (cerebrovascular)","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"277","V192","Family hx-deafness","Z822","Family history of deafness or hearing loss","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"278","V190","Family hx-blindness","Z821","Family history of blindness or visual loss","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"279","V172","Fam hx-neurolog dis NEC","Z820","Family history of other neurological diseases","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"280","V170","Fam hx-psychiatric cond","Z818","Family history of psychiatric condition","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"281","V198","Family hx-condition NEC","Z811","Family history of other condition","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"282","V184","Fm hx-intellect disablty","Z810","Family history of intellectual disabilities","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"283","V169","Family hx-malignancy NOS","Z809","Family history of unspecified malignant neoplasm","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"284","V168","Family hx-malignancy NEC","Z808","Family history of other specified malignant neoplasm","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"285","V167","Fam hx-lymph neoplas NEC","Z807","Family history of other lymphatic and hematopoietic neoplasms","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"286","V166","Family hx-leukemia","Z806","Family history of leukemia","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"287","V1659","Fam hx-urinry malig NEC","Z8059","Family history of malignant neoplasm of other urinary organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"288","V1652","Fam hx-bladder malig","Z8052","Family history of malignant neoplasm, bladder","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"289","V1651","Family hx-kidney malig","Z8051","Family history of malignant neoplasm of kidney","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"290","V1640","Fm hx genital malig NOS","Z8049","Family history of malignant neoplasm of genital organ, unspecified","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"291","V1649","Fm hx genital malig NEC","Z8049","Family history of malignant neoplasm of other genital organs","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"292","V1643","Fm hx testis malig","Z8043","Family history of malignant neoplasm of testis","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"293","V1642","Fm hx prostate malig","Z8042","Family history of malignant neoplasm of prostate","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
"294","V1641","Fm hx ovary malignancy","Z8041","Family history of malignant neoplasm of ovary","2020-10-14T04:48:06.000000Z","2020-10-14T04:48:06.000000Z"
