Counter,ICD-10 code,WHO update 1=Add 2=Del,ICD-10 code descriptor,ICD-10-AM Map,Aust update 1=Add 2=Del,Additive Map (+),ICD-10-AM code descriptor
302,A67.3,,Mixed lesions of pinta,A67.3,,,Mixed lesions of pinta
303,A67.9,,"Pinta, unspecified",A67.9,,,"Pinta, unspecified"
304,A68.0,,Louse-borne relapsing fever,A68.0,,,Louse-borne relapsing fever
305,A68.1,,Tick-borne relapsing fever,A68.1,,,Tick-borne relapsing fever
306,A68.9,,"Relapsing fever, unspecified",A68.9,,,"Relapsing fever, unspecified"
307,A69.0,,Necrotising ulcerative stomatitis,A69.0,,,Necrotising ulcerative stomatitis
308,A69.1,,Other Vincent's infections,A69.1,,,Other Vincent's infections
309,A69.2,,Lyme disease,A69.2,,,Lyme disease
310,A69.8,,Other specified spirochaetal infections,A69.8,,,Other specified spirochaetal infections
311,A69.9,,"Spirochaetal infection, unspecified",A69.9,,,"Spirochaetal infection, unspecified"
312,A70,,Chlamydia psittaci infection,A70,,,Chlamydia psittaci infection
313,A71.0,,Initial stage of trachoma,A71.0,,,Initial stage of trachoma
314,A71.1,,Active stage of trachoma,A71.1,,,Active stage of trachoma
315,A71.9,,"Trachoma, unspecified",A71.9,,,"Trachoma, unspecified"
316,A74.0,,Chlamydial conjunctivitis (H13.1*),A74.0,,,Chlamydial conjunctivitis
317,A74.8,,Other chlamydial diseases,A74.8,,,Other chlamydial diseases
318,A74.9,,"Chlamydial infection, unspecified",A74.9,,,"Chlamydial infection, unspecified"
319,A75.0,,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A75.0,,,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
320,A75.1,,Recrudescent typhus [Brill's disease],A75.1,,,Recrudescent typhus [Brill's disease]
321,A75.2,,Typhus fever due to Rickettsia typhi,A75.2,,,Typhus fever due to Rickettsia typhi
322,A75.3,,Typhus fever due to Rickettsia tsutsugamushi,A75.3,,,Typhus fever due to Rickettsia tsutsugamushi
323,A75.9,,"Typhus fever, unspecified",A75.9,,,"Typhus fever, unspecified"
324,A77.0,,Spotted fever due to Rickettsia rickettsii,A77.0,,,Spotted fever due to Rickettsia rickettsii
325,A77.1,,Spotted fever due to Rickettsia conorii,A77.1,,,Spotted fever due to Rickettsia conorii
326,A77.2,,Spotted fever due to Rickettsia siberica,A77.2,,,Spotted fever due to Rickettsia siberica
327,A77.3,,Spotted fever due to Rickettsia australis,A77.3,,,Spotted fever due to Rickettsia australis
328,A77.8,,Other spotted fevers,A77.8,,,Other spotted fevers
329,A77.9,,"Spotted fever, unspecified",A77.9,,,"Spotted fever, unspecified"
330,A78,,Q fever,A78,,,Q fever
331,A79.0,,Trench fever,A79.0,,,Trench fever
332,A79.1,,Rickettsialpox due to Rickettsia akari,A79.1,,,Rickettsialpox due to Rickettsia akari
333,A79.8,,Other specified rickettsioses,A79.8,,,Other specified rickettsioses
334,A79.9,,"Rickettsiosis, unspecified",A79.9,,,"Rickettsiosis, unspecified"
335,A80.0,,"Acute paralytic poliomyelitis, vaccine-associated",A80.0,,,"Acute paralytic poliomyelitis, vaccine-associated"
336,A80.1,,"Acute paralytic poliomyelitis, wild virus, imported",A80.1,,,"Acute paralytic poliomyelitis, wild virus, imported"
337,A80.2,,"Acute paralytic poliomyelitis, wild virus, indigenous",A80.2,,,"Acute paralytic poliomyelitis, wild virus, indigenous"
338,A80.3,,"Acute paralytic poliomyelitis, other and unspecified",A80.3,,,"Acute paralytic poliomyelitis, other and unspecified"
339,A80.4,,Acute nonparalytic poliomyelitis,A80.4,,,Acute nonparalytic poliomyelitis
340,A80.9,,"Acute poliomyelitis, unspecified",A80.9,,,"Acute poliomyelitis, unspecified"
341,A81.0,,Creutzfeldt-Jakob disease,A81.0,,,Creutzfeldt-Jakob disease
342,A81.1,,Subacute sclerosing panencephalitis,A81.1,,,Subacute sclerosing panencephalitis
343,A81.2,,Progressive multifocal leukoencephalopathy,A81.2,,,Progressive multifocal leukoencephalopathy
344,A81.8,,Other atypical virus infections of central nervous system,A81.8,,,Other atypical virus infections of central nervous system
345,A81.9,,"Atypical virus infection of central nervous system, unspecified",A81.9,,,"Atypical virus infection of central nervous system, unspecified"
346,A82.0,,Sylvatic rabies,A82.0,,,Sylvatic rabies
347,A82.1,,Urban rabies,A82.1,,,Urban rabies
348,A82.9,,"Rabies, unspecified",A82.9,,,"Rabies, unspecified"
349,A83.0,,Japanese encephalitis,A83.0,,,Japanese encephalitis
350,A83.1,,Western equine encephalitis,A83.1,,,Western equine encephalitis
351,A83.2,,Eastern equine encephalitis,A83.2,,,Eastern equine encephalitis
352,A83.3,,St Louis encephalitis,A83.3,,,St Louis encephalitis
353,A83.4,,Australian encephalitis,A83.4,,,Australian encephalitis
354,A83.5,,California encephalitis,A83.5,,,California encephalitis
355,A83.6,,Rocio virus disease,A83.6,,,Rocio virus disease
356,A83.8,,Other mosquito-borne viral encephalitis,A83.8,,,Other mosquito-borne viral encephalitis
357,A83.9,,"Mosquito-borne viral encephalitis, unspecified",A83.9,,,"Mosquito-borne viral encephalitis, unspecified"
358,A84.0,,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],A84.0,,,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
359,A84.1,,Central European tick-borne encephalitis,A84.1,,,Central European tick-borne encephalitis
360,A84.8,,Other tick-borne viral encephalitis,A84.8,,,Other tick-borne viral encephalitis
361,A84.9,,"Tick-borne viral encephalitis, unspecified",A84.9,,,"Tick-borne viral encephalitis, unspecified"
362,A85.0,,Enteroviral encephalitis (G05.1*),A85.0,,,Enteroviral encephalitis
363,A85.1,,Adenoviral encephalitis (G05.1*),A85.1,,,Adenoviral encephalitis
364,A85.2,,"Arthropod-borne viral encephalitis, unspecified",A85.2,,,"Arthropod-borne viral encephalitis, unspecified"
365,A85.8,,Other specified viral encephalitis,A85.8,,,Other specified viral encephalitis
366,A86,,Unspecified viral encephalitis,A86,,,Unspecified viral encephalitis
367,A87.0,,Enteroviral meningitis (G02.0*),A87.0,,,Enteroviral meningitis
368,A87.1,,Adenoviral meningitis (G02.0*),A87.1,,,Adenoviral meningitis
369,A87.2,,Lymphocytic choriomeningitis,A87.2,,,Lymphocytic choriomeningitis
370,A87.8,,Other viral meningitis,A87.8,,,Other viral meningitis
371,A87.9,,"Viral meningitis, unspecified",A87.9,,,"Viral meningitis, unspecified"
372,A88.0,,Enteroviral exanthematous fever [Boston exanthem],A88.0,,,Enteroviral exanthematous fever [Boston exanthem]
373,A88.1,,Epidemic vertigo,A88.1,,,Epidemic vertigo
374,A88.8,,Other specified viral infections of central nervous system,A88.8,,,Other specified viral infections of central nervous system
375,A89,,Unspecified viral infection of central nervous system,A89,,,Unspecified viral infection of central nervous system
376,A92.0,,Chikungunya virus disease,A92.0,,,Chikungunya virus disease
377,A92.1,,O'nyong-nyong fever,A92.1,,,O'nyong-nyong fever
378,A92.2,,Venezuelan equine fever,A92.2,,,Venezuelan equine fever
379,A92.3,,West Nile virus infection,A92.3,,,West Nile virus infection
380,A92.4,,Rift Valley fever,A92.4,,,Rift Valley fever
381,A92.8,,Other specified mosquito-borne viral fevers,A92.8,,,Other specified mosquito-borne viral fevers
382,A92.9,,"Mosquito-borne viral fever, unspecified",A92.9,,,"Mosquito-borne viral fever, unspecified"
383,A93.0,,Oropouche virus disease,A93.0,,,Oropouche virus disease
384,A93.1,,Sandfly fever,A93.1,,,Sandfly fever
385,A93.2,,Colorado tick fever,A93.2,,,Colorado tick fever
386,A93.8,,Other specified arthropod-borne viral fevers,A93.8,,,Other specified arthropod-borne viral fevers
387,A94,,Unspecified arthropod-borne viral fever,A94,,,Unspecified arthropod-borne viral fever
388,A95.0,,Sylvatic yellow fever,A95.0,,,Sylvatic yellow fever
389,A95.1,,Urban yellow fever,A95.1,,,Urban yellow fever
390,A95.9,,"Yellow fever, unspecified",A95.9,,,"Yellow fever, unspecified"
391,A96.0,,Junin haemorrhagic fever,A96.0,,,Junin haemorrhagic fever
392,A96.1,,Machupo haemorrhagic fever,A96.1,,,Machupo haemorrhagic fever
393,A96.2,,Lassa fever,A96.2,,,Lassa fever
394,A96.8,,Other arenaviral haemorrhagic fevers,A96.8,,,Other arenaviral haemorrhagic fevers
395,A96.9,,"Arenaviral haemorrhagic fever, unspecified",A96.9,,,"Arenaviral haemorrhagic fever, unspecified"
396,A97.0,,Dengue without warning signs,A97.0,,,Dengue without warning signs
397,A97.1,,Dengue with warning signs,A97.1,,,Dengue with warning signs
398,A97.2,,Severe dengue,A97.2,,,Severe dengue
399,A97.9,,"Dengue, unspecified",A97.9,,,"Dengue, unspecified"
400,A98.0,,Crimean-Congo haemorrhagic fever,A98.0,,,Crimean-Congo haemorrhagic fever
401,A98.1,,Omsk haemorrhagic fever,A98.1,,,Omsk haemorrhagic fever
402,A98.2,,Kyasanur Forest disease,A98.2,,,Kyasanur Forest disease
403,A98.3,,Marburg virus disease,A98.3,,,Marburg virus disease
404,A98.4,,Ebola virus disease,A98.4,,,Ebola virus disease
405,A98.5,,Haemorrhagic fever with renal syndrome,A98.5,,,Haemorrhagic fever with renal syndrome
406,A98.8,,Other specified viral haemorrhagic fevers,A98.8,,,Other specified viral haemorrhagic fevers
407,A99,,Unspecified viral haemorrhagic fever,A99,,,Unspecified viral haemorrhagic fever
408,B00.0,,Eczema herpeticum,B00.0,,,Eczema herpeticum
409,B00.1,,Herpesviral vesicular dermatitis,B00.1,,,Herpesviral vesicular dermatitis
410,B00.2,,Herpesviral gingivostomatitis and pharyngotonsillitis,B00.2,,,Herpesviral gingivostomatitis and pharyngotonsillitis
411,B00.3,,Herpesviral meningitis (G02.0*),B00.3,,,Herpesviral meningitis
412,B00.4,,Herpesviral encephalitis (G05.1*),B00.4,,,Herpesviral encephalitis
413,B00.5,,Herpesviral ocular disease,B00.5,,,Herpesviral ocular disease
414,B00.7,,Disseminated herpesviral disease,B00.7,,,Disseminated herpesviral disease
415,B00.8,,Other forms of herpesviral infection,B00.8,,,Other forms of herpesviral infection
416,B00.9,,"Herpesviral infection, unspecified",B00.9,,,"Herpesviral infection, unspecified"
417,B01.0,,Varicella meningitis (G02.0*),B01.0,,,Varicella meningitis
418,B01.1,,Varicella encephalitis (G05.1*),B01.1,,,Varicella encephalitis
419,B01.2,,Varicella pneumonia (J17.1*),B01.2,,,Varicella pneumonia
420,B01.8,,Varicella with other complications,B01.8,,,Varicella with other complications
421,B01.9,,Varicella without complication,B01.9,,,Varicella without complication
422,B02.0,,Zoster encephalitis (G05.1*),B02.0,,,Zoster encephalitis
423,B02.1,,Zoster meningitis (G02.0*),B02.1,,,Zoster meningitis
424,B02.2,,Zoster with other nervous system involvement,B02.2,,,Zoster with other nervous system involvement
425,B02.3,,Zoster ocular disease,B02.3,,,Zoster ocular disease
426,B02.7,,Disseminated zoster,B02.7,,,Disseminated zoster
427,B02.8,,Zoster with other complications,B02.8,,,Zoster with other complications
428,B02.9,,Zoster without complication,B02.9,,,Zoster without complication
429,B03,,Smallpox ,B03,,,Smallpox 
430,B04,,Monkeypox,B04,,,Monkeypox
431,B05.0,,Measles complicated by encephalitis (G05.1*),B05.0,,,Measles complicated by encephalitis
432,B05.1,,Measles complicated by meningitis (G02.0*),B05.1,,,Measles complicated by meningitis
433,B05.2,,Measles complicated by pneumonia (J17.1*),B05.2,,,Measles complicated by pneumonia
434,B05.3,,Measles complicated by otitis media (H67.1*),B05.3,,,Measles complicated by otitis media
435,B05.4,,Measles with intestinal complications,B05.4,,,Measles with intestinal complications
436,B05.8,,Measles with other complications,B05.8,,,Measles with other complications
437,B05.9,,Measles without complication,B05.9,,,Measles without complication
438,B06.0,,Rubella with neurological complications,B06.0,,,Rubella with neurological complications
439,B06.8,,Rubella with other complications,B06.8,,,Rubella with other complications
440,B06.9,,Rubella without complication,B06.9,,,Rubella without complication
441,B07,,Viral warts,B07,,,Viral warts
442,B08.0,,Other orthopoxvirus infections,B08.0,,,Other orthopoxvirus infections
443,B08.1,,Molluscum contagiosum,B08.1,,,Molluscum contagiosum
444,B08.2,,Exanthema subitum [sixth disease],B08.2,,,Exanthema subitum [sixth disease]
445,B08.3,,Erythema infectiosum [fifth disease],B08.3,,,Erythema infectiosum [fifth disease]
446,B08.4,,Enteroviral vesicular stomatitis with exanthem,B08.4,,,Enteroviral vesicular stomatitis with exanthem
447,B08.5,,Enteroviral vesicular pharyngitis,B08.5,,,Enteroviral vesicular pharyngitis
448,B08.8,,Other specified viral infections characterised by skin and mucous membrane lesions,B08.8,,,Other specified viral infections characterised by skin and mucous membrane lesions
449,B09,,Unspecified viral infection characterised by skin and mucous membrane lesions,B09,,,Unspecified viral infection characterised by skin and mucous membrane lesions
450,B15.0,,Hepatitis A with hepatic coma,B15.0,,,Hepatitis A with hepatic coma
451,B15.9,,Hepatitis A without hepatic coma,B15.9,,,Hepatitis A without hepatic coma
452,B16.0,,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,B16.0,,,Acute hepatitis B with delta-agent (coinfection) with hepatic coma
453,B16.1,,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,B16.1,,,Acute hepatitis B with delta-agent (coinfection) without hepatic coma
454,B16.2,,Acute hepatitis B without delta-agent with hepatic coma,B16.2,,,Acute hepatitis B without delta-agent with hepatic coma
455,B16.9,,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,,,Acute hepatitis B without delta-agent and without hepatic coma
456,B17.0,,Acute delta-(super)infection in chronic hepatitis B,B17.0,,,Acute delta-(super)infection in chronic hepatitis B
457,B17.1,,Acute hepatitis C,B17.1,,,Acute hepatitis C
458,B17.2,,Acute hepatitis E,B17.2,,,Acute hepatitis E
459,B17.8,,Other specified acute viral hepatitis,B17.8,,,Other specified acute viral hepatitis
460,B17.9,,Acute viral hepatitis unspecified,B17.9,,,Acute viral hepatitis unspecified
461,B18.0,,Chronic viral hepatitis B with delta-agent,B18.0,,,Chronic viral hepatitis B with delta-agent
462,B18.1,,Chronic viral hepatitis B without delta-agent,B18.1,,,Chronic viral hepatitis B without delta-agent
463,B18.2,,Chronic viral hepatitis C,B18.2,,,Chronic viral hepatitis C
464,B18.8,,Other chronic viral hepatitis,B18.8,,,Other chronic viral hepatitis
465,B18.9,,"Chronic viral hepatitis, unspecified",B18.9,,,"Chronic viral hepatitis, unspecified"
466,B19.0,,Unspecified viral hepatitis hepatic with coma,B19.0,,,Unspecified viral hepatitis with hepatic coma
467,B19.9,,Unspecified viral hepatitis without hepatic coma,B19.9,,,Unspecified viral hepatitis without hepatic coma
468,B20.0,,HIV disease resulting in mycobacterial infection,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
469,B20.1,,HIV disease resulting in other bacterial infections,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
470,B20.2,,HIV disease resulting in cytomegaloviral disease,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
471,B20.3,,HIV disease resulting in other viral infections,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
472,B20.4,,HIV disease resulting in candidiasis,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
473,B20.5,,HIV disease resulting in other mycoses,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
474,B20.6,,HIV disease resulting in Pneumocystis carinii pneumonia,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
475,B20.7,,HIV disease resulting in multiple infections,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
476,B20.8,,HIV disease resulting in other infectious and parasitic diseases,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
477,B20.9,,HIV disease resulting in unspecified infectious or parasitic disease,B20,,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
478,B21.0,,HIV disease resulting in Kaposi's sarcoma,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
479,B21.1,,HIV disease resulting in Burkitt's lymphoma,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
480,B21.2,,HIV disease resulting in other types of non-Hodgkin's lymphoma,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
481,B21.3,,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
482,B21.7,,HIV disease resulting in multiple malignant neoplasms,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
483,B21.8,,HIV disease resulting in other malignant neoplasms,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
484,B21.9,,HIV disease resulting in unspecified malignant neoplasm,B21,,,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
485,B22.0,,HIV disease resulting in encephalopathy,B22,,,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
486,B22.1,,HIV disease resulting in lymphoid interstitial pneumonitis,B22,,,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
487,B22.2,,HIV disease resulting in wasting syndrome,B22,,,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
488,B22.7,,HIV disease resulting in multiple diseases classified elsewhere,B22,,,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
489,B23.0,,Acute HIV infection syndrome,B23.0,,,Acute HIV infection syndrome
490,B23.1,,HIV disease resulting in (persistent) generalized lymphadenopathy,B23.8,,,HIV disease resulting in other specified conditions
491,B23.2,,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",B23.8,,,HIV disease resulting in other specified conditions
492,B23.8,,HIV disease resulting in other specified conditions,B23.8,,,HIV disease resulting in other specified conditions
